customer_sentiment,customer_tier,issue_complexity,channel_type,agent_experience,agent_specialty_match,agent_past_success,agent_avg_handling_time,agent_current_workload,time_of_day,day_of_week,queue_length,success_label
1,0,0.35367665723356584,0,2.764567168741907,0.030748552851452247,0.6021187699082796,12.379356765004397,0.2363558476234208,16,0,18,1
1,1,0.5502830780616322,0,1.3424845653754125,0.066132186612209,0.6625373064727117,6.944118389754693,0.2705978714913083,17,2,0,1
1,0,0.19829047191334442,0,3.298604957880529,0.1139781901912012,0.6317413562702074,3.385761920772124,0.1360938788360612,13,6,11,0
2,1,0.3579287927839609,1,3.0435583541692015,0.08795348442212787,0.8575595959087177,14.376707637135382,0.5041691951652935,18,4,11,1
0,0,0.13279012143275798,0,6.766883346804435,0.8760252450078333,0.9293995898656401,6.578775597671504,0.3207521505549691,15,5,11,1
1,1,0.26340848808284784,0,4.356974280616997,0.04902074812857852,0.7877475654029297,18.37389397171993,0.4466059122572963,14,2,20,1
1,1,0.203313881265596,0,1.6512634690105255,0.41985658156346417,0.6687716039797849,9.721039780517849,0.2815060240910244,17,5,10,1
2,1,0.18633950452881945,0,4.157860609562788,0.16841044024894522,0.9518181370036248,6.111145358567118,0.3025117856919123,12,5,18,1
1,2,0.3096377073595142,0,0.4282101638120013,0.25833087289999973,0.8130832591044663,27.151872166840356,0.3095909375797926,10,5,5,1
0,0,0.3581887554246956,1,8.425609161222958,0.9360566820513037,0.8650276717903966,5.534055313883966,0.11444968666454716,9,5,17,1
1,0,0.076848080809821,0,1.6924017608905784,0.15230450238129756,0.6975046540497174,3.358164862517802,0.1006812023256057,9,6,20,1
1,0,0.23568650663126414,1,4.870754440055496,0.8977211416057896,0.9012038744800691,9.192600312211926,0.5551886133069682,9,2,9,1
1,0,0.4845897602554896,1,1.396923490940793,0.6840546039114972,0.7560664560828042,10.197378938193697,0.45880042986834013,10,2,16,1
1,1,0.2237663665214278,1,3.367016899383298,0.5314300251743512,0.826434423070773,4.492671370195442,0.15151404578090366,16,3,3,1
0,1,0.179247512983417,0,4.710611257172984,0.18933088718102967,0.903767071342805,2.6370302314823526,0.6391433783830215,11,0,1,1
1,1,0.13272443189522465,0,3.4858977510385842,0.07289917271871735,0.5847283254688787,14.352678546104938,0.4025995573497745,15,6,13,1
1,1,0.11357697325263676,0,6.453119893714127,0.9306910976531584,0.9183591287432658,6.895009863962409,0.9149226984081198,18,0,1,1
