customer_sentiment,customer_tier,issue_complexity,channel_type,agent_experience,agent_specialty_match,agent_past_success,agent_avg_handling_time,agent_current_workload,time_of_day,day_of_week,queue_length,success_label
1,0,0.4667444759573054,0,2.7627366802239144,0.41038875353888454,0.8879432783489344,7.6685897718481675,0.7524777317304817,11,1,11,0
1,1,0.18732624579418305,0,7.017012385121234,0.7544686868291497,0.8775648383742615,4.412605890372278,0.5680116782659176,9,1,3,1
0,1,0.6688760656260091,0,1.2391597526246882,0.5904898580808688,0.8361320911824427,4.38247070155573,0.22235591567435778,11,3,9,0
2,0,0.47365800073513975,0,2.048356489615091,0.5948227229606412,0.9178380726114198,4.356613110452038,0.35026160984953114,12,1,3,1
0,0,0.34180576460513884,1,3.962258439384586,0.6127697525317178,0.8701360177408693,4.389172294154904,0.3258929244704447,17,2,12,1
0,2,0.2976376029535271,0,5.349875929778427,0.7070584341957166,0.9098116773397047,4.298158464545939,0.4187273585602383,12,6,10,1
1,1,0.18889058102637687,0,2.8942368871205386,0.6898100142416121,0.9601387723463686,5.319682895691652,0.18587373436898028,11,6,4,1
2,1,0.30721063565040496,0,6.00250660058272,0.557292698596245,0.8543225877341251,3.5885678056513024,0.15245650724647972,13,1,5,1
2,1,0.1253115932124495,0,1.8974596095937108,0.5108443915952596,0.9189907310258482,6.124904846947614,0.350249723446896,18,1,8,1
1,2,0.4152846651155967,0,2.043843896016721,0.665638997277272,0.5496311374924764,7.354114633461613,0.17650078413875525,16,1,10,1
0,2,0.4645000193495377,1,2.7428234372647253,0.6051154430186658,0.8312399432906056,12.719338861118366,0.6325309509705885,14,2,1,0
2,0,0.16780487237520195,1,2.7817747033706537,0.6887049451937836,0.89193592545528,1.5358128405949363,0.6363855370818859,14,5,7,1
2,1,0.2183466594729635,1,3.3154259967916357,0.3505006463922376,0.8154264220771171,7.535859304609165,0.15730267108280335,14,4,6,0
0,1,0.4349870722759212,1,1.9119190503561656,0.3222555267010387,0.762134564347722,10.493302003543894,0.21940753357291462,9,1,10,0
1,1,0.4665228138809524,0,0.6459805853829793,0.8279430789774175,0.756489529109882,9.26798886113287,0.41842720194040867,15,4,4,0
0,1,0.12137836275863109,1,9.420093493870672,0.6071360644250982,0.7254138604369879,8.79653056388479,0.023819550977683773,16,6,4,1
1,0,0.7818507813589024,0,6.936698748525457,0.690483447101864,0.831108938844216,4.118874648422103,0.7912507805746067,12,4,12,0
2,0,0.284239469107534,0,3.782815759710058,0.7189962213816287,0.7686614324571275,6.628017880179994,0.33834159545917364,17,1,2,1
2,2,0.3541191627814047,1,4.396270596374167,0.525321333818446,0.7249920857861365,5.494326928418557,0.4767841979869976,17,2,7,1
2,2,0.11178346446567623,0,6.048187874578123,0.7658952702130859,0.6441666763809956,4.89333166562722,0.5556388114298896,8,1,9,1
1,0,0.47827290038861303,1,2.362863562829765,0.9098630195242643,0.8230974677791966,4.668557103477036,0.5607597031587267,10,1,10,1
1,2,0.4051551896405952,0,3.8749703056824973,0.6004750572018989,0.8135871064218855,5.463137712918288,0.3474104841716905,11,4,12,1
1,2,0.7494251124490496,0,9.695005394425362,0.9380987570934972,0.7498493451331857,15.669565435176715,0.209768784468027,15,4,7,1
1,1,0.08151586363328847,0,6.112306826795815,0.40938647128607975,0.6719721841898912,5.435985881877754,0.4791307797973204,11,0,1,1
0,0,0.4520413947419319,0,4.317654437086242,0.26915856414269484,0.8675457948124444,17.089412184799833,0.5700879349699935,16,1,4,1
0,2,0.4443596799581897,0,0.8427943961388834,0.533561942286818,0.9569961319049609,1.255418344819306,0.7411613950291153,15,1,12,1
